,Filename,UtteranceName,Speaker,Text,Start,End,Length
24,AA-MG-CH,12_Adult1_AA-MG-CH,Adult1,Ni dans la salle de bain.,135.0,141.0,6
26,AA-MG-CH,13_Adult1_AA-MG-CH,Adult1,C'est pour l'hygiène personnelle ouais.,141.0,151.0,5
28,AA-MG-CH,14_Adult1_AA-MG-CH,Adult1,Si c'est plutôt conseillé d'avoir qu'un par personne?,151.0,155.0,8
30,AA-MG-CH,15_Adult1_AA-MG-CH,Adult1,Oui.,155.0,162.0,1
32,AA-MG-CH,16_Adult1_AA-MG-CH,Adult1,"Oui, c'est ça oui. C'est vrai qu'on joue pas mal avec, oui et non, mais c'est plus naturel.",162.0,177.0,18
34,AA-MG-CH,17_Adult1_AA-MG-CH,Adult1,"Alors, est ce que c'est un objet?",177.0,188.0,7
36,AA-MG-CH,18_Adult1_AA-MG-CH,Adult1,Est ce que ça sera un objet commun courant?,188.0,194.0,9
38,AA-MG-CH,19_Adult1_AA-MG-CH,Adult1,Est ce que c'est juste un outil?,194.0,206.0,7
40,AA-MG-CH,20_Adult1_AA-MG-CH,Adult1,"Ah, mais ça, on s'en sert pour faire quelque chose.",206.0,213.0,10
42,AA-MG-CH,21_Adult1_AA-MG-CH,Adult1,Est-ce qu'on s'en sert pour écrire?,213.0,218.0,6
44,AA-MG-CH,22_Adult1_AA-MG-CH,Adult1,"Ok, euh. Mais est ce que c'est quelque chose qu'on trouve dans la maison?",218.0,236.0,14
46,AA-MG-CH,23_Adult1_AA-MG-CH,Adult1,Est-ce que c'est un meuble?,236.0,244.0,5
48,AA-MG-CH,24_Adult1_AA-MG-CH,Adult1,"Il y en plusieurs dans la maison. C'est compliqué, ça? Est ce que, est-ce qu'on, est ce que ça sert à jouer?",244.0,275.0,22
50,AA-MG-CH,25_Adult1_AA-MG-CH,Adult1,Quand est ce que c'est dans quelque chose pour la cuisine?,275.0,295.0,11
53,AA-MG-CH,26_Adult1_AA-MG-CH,Adult1,Est ce que ça sert à éclairer?,295.0,301.0,7
55,AA-MG-CH,27_Adult1_AA-MG-CH,Adult1,C'est un téléphone?,301.0,304.0,3
57,AA-MG-CH,28_Adult1_AA-MG-CH,Adult1,Ça peut servir à éclairer.,304.0,328.0,5
59,AA-MG-CH,29_Adult1_AA-MG-CH,Adult1,"Alors, je vois pas du tout. Un petit indice ?",328.0,361.0,10
61,AA-MG-CH,30_Adult1_AA-MG-CH,Adult1,Ah une fenêtre?,361.0,365.0,3
63,AA-MG-CH,31_Adult1_AA-MG-CH,Adult1,"Oui mais je cherche toujours. Ouais, ok, merci. À mon tour, ça y est.",365.0,381.0,14
65,AA-MG-CH,32_Adult1_AA-MG-CH,Adult1,Non.,381.0,383.0,1
67,AA-MG-CH,33_Adult1_AA-MG-CH,Adult1,Non.,383.0,387.0,1
69,AA-MG-CH,34_Adult1_AA-MG-CH,Adult1,Oui.,387.0,392.0,1
71,AA-MG-CH,35_Adult1_AA-MG-CH,Adult1,Non.,392.0,395.0,1
73,AA-MG-CH,36_Adult1_AA-MG-CH,Adult1,"Euh, non.",395.0,402.0,2
75,AA-MG-CH,37_Adult1_AA-MG-CH,Adult1,Non.,402.0,409.0,1
77,AA-MG-CH,38_Adult1_AA-MG-CH,Adult1,Non.,409.0,419.0,1
79,AA-MG-CH,39_Adult1_AA-MG-CH,Adult1,Oui,419.0,425.0,1
81,AA-MG-CH,40_Adult1_AA-MG-CH,Adult1,"Non,",425.0,427.0,1
83,AA-MG-CH,41_Adult1_AA-MG-CH,Adult1,Ouais.,427.0,435.0,1
85,AA-MG-CH,42_Adult1_AA-MG-CH,Adult1,"Euh, oui.",435.0,442.0,2
87,AA-MG-CH,43_Adult1_AA-MG-CH,Adult1,Alors ce n'est pas un poisson.,442.0,452.0,6
89,AA-MG-CH,44_Adult1_AA-MG-CH,Adult1,"Oh ben, relativement relativement gros.",452.0,460.0,5
91,AA-MG-CH,45_Adult1_AA-MG-CH,Adult1,Non.,460.0,471.0,1
93,AA-MG-CH,46_Adult1_AA-MG-CH,Adult1,"A Marseille, je ne saurais pas dire, je ne pense pas, ça doit être très rare.",471.0,483.0,16
95,AA-MG-CH,47_Adult1_AA-MG-CH,Adult1,Si c'est un dauphin.,483.0,504.0,4
97,AA-MG-CH,48_Adult1_AA-MG-CH,Adult1,"Alors, est ce que c'est un objet ?",504.0,509.0,8
99,AA-MG-CH,49_Adult1_AA-MG-CH,Adult1,Une personne ?,509.0,512.0,3
101,AA-MG-CH,50_Adult1_AA-MG-CH,Adult1,Une personne humaine ?,512.0,515.0,4
103,AA-MG-CH,51_Adult1_AA-MG-CH,Adult1,Une célébrité ? n,515.0,530.0,4
105,AA-MG-CH,52_Adult1_AA-MG-CH,Adult1,"Euh, quelqu'un que je connais personnellement ?",530.0,536.0,7
107,AA-MG-CH,53_Adult1_AA-MG-CH,Adult1,"Ah ok, que c'est une sorte de personne, c'est ça ?",536.0,540.0,11
109,AA-MG-CH,54_Adult1_AA-MG-CH,Adult1,"Ouais, comme une profession, en fait,",540.0,545.0,6
111,AA-MG-CH,55_Adult1_AA-MG-CH,Adult1,"Heu, comme un médecin quelque chose comme ça ?",545.0,552.0,9
113,AA-MG-CH,56_Adult1_AA-MG-CH,Adult1,Une profession.,552.0,565.0,2
115,AA-MG-CH,57_Adult1_AA-MG-CH,Adult1,Une profession plutôt d'utilité publique ou ?,565.0,571.0,7
117,AA-MG-CH,58_Adult1_AA-MG-CH,Adult1,Un professeur?,571.0,591.0,2
119,AA-MG-CH,59_Adult1_AA-MG-CH,Adult1,"Dans la médecine, un professeur d'utilité publique. Pour la sécurité ?",591.0,618.0,11
121,AA-MG-CH,60_Adult1_AA-MG-CH,Adult1,"Pour, j'écoute ce qui se passe derrière quand même, pour ?",618.0,638.0,11
123,AA-MG-CH,61_Adult1_AA-MG-CH,Adult1,Nous apportent des choses.,638.0,651.0,4
125,AA-MG-CH,62_Adult1_AA-MG-CH,Adult1,"Euh, ok, donc c'est pas un chercheur ?",651.0,665.0,8
127,AA-MG-CH,63_Adult1_AA-MG-CH,Adult1,Les ingénieurs ?,665.0,676.0,3
129,AA-MG-CH,64_Adult1_AA-MG-CH,Adult1,Des.. Est-ce qu'on en trouve dans toutes les villes? Est ce que ça dépend de la ville?,676.0,712.0,17
131,AA-MG-CH,65_Adult1_AA-MG-CH,Adult1,Comme des professions dans la justice ?,712.0,720.0,7
133,AA-MG-CH,66_Adult1_AA-MG-CH,Adult1,Des fonctionnaires ?,720.0,734.0,3
134,AA-MG-CH,67_Adult1_AA-MG-CH,Adult1,"Heu, je ne vois pas du tout. Heu..",734.0,767.0,8
136,AA-MG-CH,68_Adult1_AA-MG-CH,Adult1,"Ah des journalistes,",767.0,768.0,3
137,AA-MG-CH,69_Adult1_AA-MG-CH,Adult1,Ouais.,768.0,773.0,1
138,AA-MG-CH,70_Adult1_AA-MG-CH,Adult1,"Ah, non il y en a pas de métiers qui dépendent de la fonction publique, des journalistes.",773.0,791.0,17
140,AA-MG-CH,71_Adult1_AA-MG-CH,Adult1,"Mais en fait, ce serait ça. Ça pourrait être une bonne idée, en fait conceptuellement, pour leur indépendance.",791.0,803.0,18
142,AA-MG-CH,72_Adult1_AA-MG-CH,Adult1,"Mais bon, je pense pas qu'il y a jamais personne qui soumettrait cette idée. Voilà donc la ""xxxx"" elle dit qu'on peut débriefer. Merci d'avoir l'air d'avoir fait ça pour elle. Ouais, c'est pas évident.",803.0,881.0,35
147,AA-MG-CH,73_Adult1_AA-MG-CH,Adult1,"Ouais, moi, en fait, j'ai utilisé les mots que ""xxxxxx"" avait envoyé.",881.0,888.0,12
149,AA-MG-CH,74_Adult1_AA-MG-CH,Adult1,"Mais bon, c'est assez similaire. Bon ben j'espère que ça va. Ça ne va pas mal marcher pour son Master.",888.0,903.0,20
151,AA-MG-CH,75_Adult1_AA-MG-CH,Adult1,Comment elle va faire?,903.0,914.0,4
153,AA-MG-CH,76_Adult1_AA-MG-CH,Adult1,"Alors, je ne sais pas si elle a fait entre deux enfants, ça serait logistiquement un peu compliqué. Mais non, elle a 48 enfants et là, c'est un peu le contrôle.",914.0,928.0,31
155,AA-MG-CH,77_Adult1_AA-MG-CH,Adult1,"Ouais, ouais, je sais pas ce si elle nous écoute, Cubra, je ne sais pas.",928.0,930.08,15
1,AA-MG-CH,78_Adult2_AA-MG-CH,Adult2,"Euh, oui, il faut peut être que je parle, ça va me.",13.0,23.0,12
3,AA-MG-CH,79_Adult2_AA-MG-CH,Adult2,"Oui, ça va très bien.",23.0,50.0,5
5,AA-MG-CH,80_Adult2_AA-MG-CH,Adult2,"Ok. Et est ce qu'on peut répondre que par oui ou non, on peut avoir d'autres réponses?",50.0,72.0,17
7,AA-MG-CH,81_Adult2_AA-MG-CH,Adult2,"Ok, être là et on choisit vraiment ce qu'on veut. Enfin pas hyper compliqué, j'imagine. Mais le mot est pas imposé. Je veux dire par Cubra ou euh.",72.0,93.0,28
9,AA-MG-CH,82_Adult2_AA-MG-CH,Adult2,"C'est bon. Alors, est ce que c'est un objet?",93.0,98.0,9
11,AA-MG-CH,83_Adult2_AA-MG-CH,Adult2,Est ce que c'est un objet qu'on va trouver dans la maison?,98.0,103.0,12
13,AA-MG-CH,84_Adult2_AA-MG-CH,Adult2,Est ce qu'on le trouve en particulier dans une pièce?,103.0,111.0,10
15,AA-MG-CH,85_Adult2_AA-MG-CH,Adult2,"Donc, il peut. Il se trouve vraiment que dans une pièce? Ou est ce qu'on peut l'avoir dans plusieurs pièces différentes,",111.0,118.0,21
17,AA-MG-CH,86_Adult2_AA-MG-CH,Adult2,"Dans une pièce, ok. Est ce que c'est un aliment dans la cuisine?",118.0,126.0,13
19,AA-MG-CH,87_Adult2_AA-MG-CH,Adult2,"Est ce que ça serait plutôt dans les coins, la chambre?",126.0,131.0,11
21,AA-MG-CH,88_Adult2_AA-MG-CH,Adult2,Dans le salon ?,131.0,133.0,4
23,AA-MG-CH,89_Adult2_AA-MG-CH,Adult2,Dans la salle de bains?,133.0,136.0,5
25,AA-MG-CH,90_Adult2_AA-MG-CH,Adult2,"Ok, est ce que c'est un produit qu'on utilise pour l'hygiène? L'entretien ?",136.0,145.0,13
27,AA-MG-CH,91_Adult2_AA-MG-CH,Adult2,Ok. Est ce que on en a qu'un par personne?,145.0,154.0,10
29,AA-MG-CH,92_Adult2_AA-MG-CH,Adult2,Ok. Est ce que ça se tient dans la main?,154.0,160.0,10
31,AA-MG-CH,93_Adult2_AA-MG-CH,Adult2,Mmhhh une brosse à dents.,160.0,169.0,5
33,AA-MG-CH,94_Adult2_AA-MG-CH,Adult2,"Oui, c'est vrai. Donc là, je pense à quelque chose. C'est bon.",169.0,184.0,12
35,AA-MG-CH,95_Adult2_AA-MG-CH,Adult2,"Euh, oui.",184.0,192.0,2
37,AA-MG-CH,96_Adult2_AA-MG-CH,Adult2,"Oui, oui, plutôt.",192.0,203.0,3
39,AA-MG-CH,97_Adult2_AA-MG-CH,Adult2,Je ne dirais pas ça.,203.0,210.0,5
41,AA-MG-CH,98_Adult2_AA-MG-CH,Adult2,"Oui, oui, il a une utilité par contre.",210.0,214.0,8
43,AA-MG-CH,99_Adult2_AA-MG-CH,Adult2,Non.,214.0,228.0,1
45,AA-MG-CH,100_Adult2_AA-MG-CH,Adult2,"Oui, oui il y en a plusieurs dans la maison. Normalement.",228.0,241.0,11
47,AA-MG-CH,101_Adult2_AA-MG-CH,Adult2,"Euh, non, non, c'est pas un meuble.",241.0,273.0,7
49,AA-MG-CH,102_Adult2_AA-MG-CH,Adult2,"Non, non, ce n'est pas conseillé.",273.0,280.0,6
51,AA-MG-CH,103_Adult2_AA-MG-CH,Adult2,"Ce n'est pas un outil ou un ustensile de cuisine, mais il peut y en avoir dans la cuisine.",280.0,294.0,19
52,AA-MG-CH,104_Adult2_AA-MG-CH,Adult2,"En fait, il peut même y en avoir dans toutes les pièces.",294.0,297.0,12
54,AA-MG-CH,105_Adult2_AA-MG-CH,Adult2,"Non. Ah quoique, si ça peut.",297.0,303.0,6
56,AA-MG-CH,106_Adult2_AA-MG-CH,Adult2,Non.,303.0,312.0,1
58,AA-MG-CH,107_Adult2_AA-MG-CH,Adult2,"En tout cas, apporter de la lumière à.",312.0,332.0,8
60,AA-MG-CH,108_Adult2_AA-MG-CH,Adult2,"C'est, non, j'avais donné un indice sur la taille, ça peut. La taille peut énormément varier, ça peut être. Ça peut faire plus de deux mètres, ça peut faire un mètre. Ça peut être très large comme très étroit. Ça permet d'apporter de la lumière. Il y en a dans les maisons, il y en a en général dans toutes les pièces, mais en appartement, c'est plus compliqué.",332.0,363.0,68
62,AA-MG-CH,109_Adult2_AA-MG-CH,Adult2,Oui.,363.0,378.0,1
64,AA-MG-CH,110_Adult2_AA-MG-CH,Adult2,Est ce que c'est un objet?,378.0,382.0,6
66,AA-MG-CH,111_Adult2_AA-MG-CH,Adult2,Est ce que c'est une personne?,382.0,385.0,6
68,AA-MG-CH,112_Adult2_AA-MG-CH,Adult2,Un animal?,385.0,388.0,2
70,AA-MG-CH,113_Adult2_AA-MG-CH,Adult2,Est ce que c'est un animal à quatre pattes?,388.0,393.0,9
72,AA-MG-CH,114_Adult2_AA-MG-CH,Adult2,Est ce qu'il a des pattes?,393.0,397.0,6
74,AA-MG-CH,115_Adult2_AA-MG-CH,Adult2,Est ce que c'est un animal qui vole?,397.0,406.0,8
76,AA-MG-CH,116_Adult2_AA-MG-CH,Adult2,Est-ce que c'est un animal qui rampe?,406.0,411.0,7
78,AA-MG-CH,117_Adult2_AA-MG-CH,Adult2,"Alors il n'a pas de pattes, il rampe pas, il vole pas, qu'est ce qu'il peut faire aussi ? Les animaux ? Ben il nage ?",411.0,422.0,26
80,AA-MG-CH,118_Adult2_AA-MG-CH,Adult2,Est ce qu'on en trouve en eau douce ?,422.0,426.0,9
82,AA-MG-CH,119_Adult2_AA-MG-CH,Adult2,Donc c'est plus dans la mer.,426.0,431.0,6
84,AA-MG-CH,120_Adult2_AA-MG-CH,Adult2,Est ce que ça a des nageoires ?,431.0,439.0,8
86,AA-MG-CH,121_Adult2_AA-MG-CH,Adult2,Est ce que c'est un poisson en particulier ?,439.0,447.0,9
88,AA-MG-CH,122_Adult2_AA-MG-CH,Adult2,Alors est-ce que c'est gros ?,447.0,458.0,6
90,AA-MG-CH,123_Adult2_AA-MG-CH,Adult2,Est ce que ça peut faire plusieurs mètres?,458.0,461.0,8
92,AA-MG-CH,124_Adult2_AA-MG-CH,Adult2,"Ok, donc ça a des nageoires. Est-ce qu'on peut en rencontrer si on fait du masque tuba à Marseille ?",461.0,477.0,20
94,AA-MG-CH,125_Adult2_AA-MG-CH,Adult2,"Est-ce que? Alors ce n'est pas un poisson, mais ça a des nageoires ? C'est pas un dauphin ou ?",477.0,500.0,20
96,AA-MG-CH,126_Adult2_AA-MG-CH,Adult2,"Alors, à moi? Euh. Ok c'est bon.",500.0,506.0,7
98,AA-MG-CH,127_Adult2_AA-MG-CH,Adult2,Heu non.,506.0,510.0,2
100,AA-MG-CH,128_Adult2_AA-MG-CH,Adult2,Oui.,510.0,514.0,1
102,AA-MG-CH,129_Adult2_AA-MG-CH,Adult2,Oui.,514.0,517.0,1
104,AA-MG-CH,130_Adult2_AA-MG-CH,Adult2,Euh non.,517.0,533.0,2
106,AA-MG-CH,131_Adult2_AA-MG-CH,Adult2,Je dirais que tout le monde en connaît.,533.0,538.0,8
108,AA-MG-CH,132_Adult2_AA-MG-CH,Adult2,"Oui, c'est ça.",538.0,541.0,3
110,AA-MG-CH,133_Adult2_AA-MG-CH,Adult2,Oui.,541.0,550.0,1
112,AA-MG-CH,134_Adult2_AA-MG-CH,Adult2,"Oui, c'est une profession,",550.0,553.0,4
114,AA-MG-CH,135_Adult2_AA-MG-CH,Adult2,Pas dans la médecine.,553.0,570.0,4
116,AA-MG-CH,136_Adult2_AA-MG-CH,Adult2,Oui,570.0,577.0,1
118,AA-MG-CH,137_Adult2_AA-MG-CH,Adult2,"Non, pas un professeur.",577.0,603.0,4
120,AA-MG-CH,138_Adult2_AA-MG-CH,Adult2,Hum non. Non.,603.0,626.0,3
122,AA-MG-CH,139_Adult2_AA-MG-CH,Adult2,"Je ne pense pas que ce soit des métiers qui travaillent pour la fonction publique. Après, c'est juste que par contre, s'ils ont un intérêt, enfin, ils servent l'intérêt des individus, en tout cas. On nous apporte des choses.",626.0,641.0,39
124,AA-MG-CH,140_Adult2_AA-MG-CH,Adult2,"Je pense que c'est des professions privées, enfin, remarque que je ne suis pas sûr. Il doit y avoir peut être public et privé, mais.",641.0,658.0,25
126,AA-MG-CH,141_Adult2_AA-MG-CH,Adult2,"Mais il y a là un travail d'investigation, de recherche.",658.0,667.0,10
128,AA-MG-CH,142_Adult2_AA-MG-CH,Adult2,Non.,667.0,686.0,1
130,AA-MG-CH,143_Adult2_AA-MG-CH,Adult2,"Ça dépend pas de la ville. Après, j'imagine que bon, il y a des villes où ils seront beaucoup plus actifs que d'autres, mais après ils ont aussi, en général, ils ont un métier qui concerne pas forcément une ville en particulier, mais qui peut être assez globale, en fait ça peut être un peu les deux. Ça peut être très spécifique sur une ville où ça peut, ils peuvent aussi travailler à des échelles beaucoup plus importantes.",686.0,718.0,78
132,AA-MG-CH,144_Adult2_AA-MG-CH,Adult2,"Non, ce n'est pas dans la justice ?",718.0,753.0,8
135,AA-MG-CH,145_Adult2_AA-MG-CH,Adult2,"Je ne sais pas ce que je pourrais donner comme indice. Ben c'est des professions qui travaillent beaucoup, beaucoup en ce moment, parce que l'actualité est très mouvementée.",753.0,781.0,28
139,AA-MG-CH,146_Adult2_AA-MG-CH,Adult2,"Ouais, je me demandais si c'était possible. Tu vois sur des grosses.. mais non, en fait, c'est vrai parce qu'ils appartiennent tous à des chaînes ou des journaux privés, donc.",781.0,800.0,30
141,AA-MG-CH,147_Adult2_AA-MG-CH,Adult2,"Ouais, mais c'est cher.",800.0,823.0,4
143,AA-MG-CH,148_Adult2_AA-MG-CH,Adult2,"Non, c'est vrai. Ça dépend vraiment de quand. Je pense que des fois, on peut très bien, très vite partir sur une bonne idée et y arriver facilement. Et des fois, le concept, il est tellement loin, en fait, qu'on n'arrive même pas à l'approcher.",823.0,839.0,45
144,AA-MG-CH,149_Adult2_AA-MG-CH,Adult2,Mais c'est intéressant.,839.0,843.0,3
145,AA-MG-CH,150_Adult2_AA-MG-CH,Adult2,"Et en fait, quand je, quand je joue avec mes enfants, j'arrive à savoir à quoi ils vont penser aussi, si il y à des questions de science ou pas, et c'est là dans les réponses.",843.0,855.0,36
146,AA-MG-CH,151_Adult2_AA-MG-CH,Adult2,"Et je pense que peut être le fait de ne pas être dans le même espace, ça doit jouer aussi parce que souvent, on se réfère beaucoup à ce qui nous entoure pour heu, pour discuter. Et là, par exemple, moi j'ai deux fenêtres juste là et c'est juste en regardant des fenêtres que j'ai pensé à ça, mais je pense que quand on est dans le même environnement que la personne déjà, on doit avoir ces facilités, ces facilités là, de peut être mieux savoir vers où la pensée de l'autre peut se diriger?",855.0,887.0,95
148,AA-MG-CH,152_Adult2_AA-MG-CH,Adult2,"OK, d'accord",887.0,902.0,2
150,AA-MG-CH,153_Adult2_AA-MG-CH,Adult2,"Oui je pense, j'espère.",902.0,904.0,4
152,AA-MG-CH,154_Adult2_AA-MG-CH,Adult2,"Là, du coup, c'est que, parce que je ne sais plus, en fait, mais l'expérience, elle est faite entre deux adultes. Et après, c'est entre un adulte et un enfant, entre deux enfants ou entre adultes et enfants.",904.0,925.0,38
154,AA-MG-CH,155_Adult2_AA-MG-CH,Adult2,"Ok, d'accord. Ouais je vois.",925.0,930.08,5
0,AA-LA-AN,0_Adult2_AA-LA-AN,Adult2,"A. Ok, mais.",0.0,14.0,3
2,AA-LA-AN,1_Adult2_AA-LA-AN,Adult2,ça va,14.0,19.0,2
4,AA-LA-AN,2_Adult2_AA-LA-AN,Adult2,"Uhm,",19.0,29.0,1
6,AA-LA-AN,3_Adult2_AA-LA-AN,Adult2,D'accord,29.0,34.0,1
8,AA-LA-AN,4_Adult2_AA-LA-AN,Adult2,OK.,34.0,55.0,1
10,AA-LA-AN,5_Adult2_AA-LA-AN,Adult2,"Donc uh, c'est, c'est quelque chose de vivant?",55.0,62.0,8
12,AA-LA-AN,6_Adult2_AA-LA-AN,Adult2,C'est un animal?,62.0,65.0,3
14,AA-LA-AN,7_Adult2_AA-LA-AN,Adult2,C'est une personne.,65.0,67.0,3
15,AA-LA-AN,8_Adult2_AA-LA-AN,Adult2,Non.,67.0,69.0,1
16,AA-LA-AN,9_Adult2_AA-LA-AN,Adult2,Une plante?,69.0,77.0,2
18,AA-LA-AN,10_Adult2_AA-LA-AN,Adult2,"uh, Une fleur ?",77.0,83.0,4
20,AA-LA-AN,11_Adult2_AA-LA-AN,Adult2,Le géranium?,83.0,90.0,2
22,AA-LA-AN,12_Adult2_AA-LA-AN,Adult2,"Ouais, c'est une plante en fait qui a des fleurs.",90.0,98.0,10
24,AA-LA-AN,13_Adult2_AA-LA-AN,Adult2,"Heu, un arbre ?",98.0,99.0,4
26,AA-LA-AN,14_Adult2_AA-LA-AN,Adult2,"Parfait, J 'ai pris un petit peu de temps pour deviner. Et sinon, c'est, c'est à mon tour maintenant ?",99.0,101.0,20
27,AA-LA-AN,15_Adult2_AA-LA-AN,Adult2,"J'ai pris un petit peu de temps pour deviner. Et sinon, c'est à mon tour maintenant ?",101.0,115.0,17
29,AA-LA-AN,16_Adult2_AA-LA-AN,Adult2,"Euh, pardon, je sais pas un sapin ? Un olivier ?",115.0,140.0,11
33,AA-LA-AN,17_Adult2_AA-LA-AN,Adult2,Est- ce qu'il a des fruits?,140.0,140.0,6
34,AA-LA-AN,18_Adult2_AA-LA-AN,Adult2,"Alors uh, non, c'est pas vraiment des fruits. Ce n'est pas des fruits qui se mangent quoi? Je pense que tous les arbres ont des fruits pour pouvoir se reproduire non , mais ce n'est pas forcément pour pouvoir faire des graines.",140.0,155.0,42
36,AA-LA-AN,19_Adult2_AA-LA-AN,Adult2,On n'en fait pas un sapin. Bon.,155.0,167.0,7
38,AA-LA-AN,20_Adult2_AA-LA-AN,Adult2,"Mon jeune talent gaucho qui est un eucalyptus,",167.0,173.0,8
40,AA-LA-AN,21_Adult2_AA-LA-AN,Adult2,"Il y en a plein en Tunisie, non?",173.0,184.0,8
43,AA-LA-AN,22_Adult2_AA-LA-AN,Adult2,"D'accord, c'est bon.",184.0,193.0,3
45,AA-LA-AN,23_Adult2_AA-LA-AN,Adult2,"Non,",193.0,198.0,1
47,AA-LA-AN,24_Adult2_AA-LA-AN,Adult2,"Oui, oui.",198.0,206.0,2
49,AA-LA-AN,25_Adult2_AA-LA-AN,Adult2,"Oui, bien sûr. Oui.",206.0,210.0,4
51,AA-LA-AN,26_Adult2_AA-LA-AN,Adult2,"plus ou moins oui, oui, oui, je suis peut",210.0,213.0,9
52,AA-LA-AN,27_Adult2_AA-LA-AN,Adult2,Être trop grand pour être pris dans la main.,213.0,219.0,9
54,AA-LA-AN,28_Adult2_AA-LA-AN,Adult2,"Je peu le prendre avec deux mains? Ou oui, je peut pas le soulever en fait",219.0,229.0,16
56,AA-LA-AN,29_Adult2_AA-LA-AN,Adult2,"Bien d'accord, je sors, je n'ai pas trouvé. Uhm, c'est un objet, c'est un truc en dur, je sais pas moi, c'est un poteau de feu rouge?",229.0,242.0,27
58,AA-LA-AN,30_Adult2_AA-LA-AN,Adult2,On ne s'est pas soulevé un temps à autour de toi.,242.0,251.0,11
60,AA-LA-AN,31_Adult2_AA-LA-AN,Adult2,C'est un bureau?,251.0,256.0,3
62,AA-LA-AN,32_Adult2_AA-LA-AN,Adult2,"Si je ne peux pas le soulever et t'en a autour de toi, c'est des meubles?",256.0,267.0,16
64,AA-LA-AN,33_Adult2_AA-LA-AN,Adult2,"Et des ordinateurs, mais on peut les soulever.",267.0,271.0,8
66,AA-LA-AN,34_Adult2_AA-LA-AN,Adult2,"Ordinateur a même un écran, non? L'objet qui est autour de toi, j'ai peut être regardé plusieurs fois le plafond quand même pas une poutre.",271.0,306.0,25
68,AA-LA-AN,35_Adult2_AA-LA-AN,Adult2,"Ok, mais c'est une fenêtre?",306.0,316.0,5
70,AA-LA-AN,36_Adult2_AA-LA-AN,Adult2,"Ouais, mais toi, OK, je te fais chercher un autre mot?",316.0,323.0,11
72,AA-LA-AN,37_Adult2_AA-LA-AN,Adult2,"uhm, ça y est",323.0,340.0,4
74,AA-LA-AN,38_Adult2_AA-LA-AN,Adult2,"Non, Ce n'est pas une question pertinente.",340.0,342.0,7
75,AA-LA-AN,39_Adult2_AA-LA-AN,Adult2,"Non, ce n'est pas un objet. C'est quelque chose d'abstrait ou de concret",342.0,353.0,13
77,AA-LA-AN,40_Adult2_AA-LA-AN,Adult2,"Oh ben, c'est plutôt plus difficile, quoi!uh un sentiment ou une idée?",353.0,367.0,12
78,AA-LA-AN,41_Adult2_AA-LA-AN,Adult2,"Entre les deux, c'est les deux. En.",367.0,391.0,7
80,AA-LA-AN,42_Adult2_AA-LA-AN,Adult2,"Là, il fait du bien,",391.0,408.0,5
82,AA-LA-AN,43_Adult2_AA-LA-AN,Adult2,Non.,408.0,415.0,1
84,AA-LA-AN,44_Adult2_AA-LA-AN,Adult2,Non. Mais ça rime. Sinon.,415.0,448.0,5
86,AA-LA-AN,45_Adult2_AA-LA-AN,Adult2,"Ou. Tu veux un indice,",448.0,458.0,5
88,AA-LA-AN,46_Adult2_AA-LA-AN,Adult2,La première lettre S.,458.0,481.0,4
90,AA-LA-AN,47_Adult2_AA-LA-AN,Adult2,Un autre indice? Un. Pourquoi faites plusieurs? Ça implique plusieurs personnes.,481.0,515.0,11
92,AA-LA-AN,48_Adult2_AA-LA-AN,Adult2,"Non, Moi, quand je suis sereine en général, c'est quand je suis toute seule,mais je sais.",515.0,530.0,16
